service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
LB3_LB3A2,0,0,0,0,0,0,0,20251121,20260221
LB4_LB4A1C1,0,0,0,0,0,0,0,20251121,20260221
LB4_LB4A1C2,0,0,0,0,0,0,0,20251121,20260221
LB5_LB5A1,0,0,0,0,0,0,0,20251121,20260221
LC1A6DNAV_LC1A1,0,0,0,0,0,0,0,20251225,20260101
LC1A6DNAV_LC1A2,0,0,0,0,0,0,0,20251225,20260101
LC1A6DNAV_LC1A3,0,0,0,0,0,0,0,20251225,20260101
LC1A6DNAV_LC1A4,0,0,0,0,0,0,0,20251225,20260101
LC1A6DNAV_LC1A5,0,0,0,0,0,0,0,20251225,20260101
LC1A6DNAV_LC1A6,0,0,0,0,0,0,0,20251225,20260101
LC1A6DNAV_LC1A91,0,0,0,0,0,0,0,20251225,20260101
LC1B9_LC1A1,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A2,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A3,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A4,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A5,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A6,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A7,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A8,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A9,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A90,0,0,0,0,0,0,0,20251120,20260223
LC1B9_LC1A91,0,0,0,0,0,0,0,20251120,20260223
LC1C6NCH_LC1A1,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A2,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A3,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A4,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A5,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A6,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A90,0,0,0,0,0,0,0,20251224,20251231
LC1C6NCH_LC1A91,0,0,0,0,0,0,0,20251224,20251231
LC1D6_LC1A1,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A2,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A3,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A4,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A5,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A6,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A90,0,0,0,0,0,0,0,20251122,20260222
LC1D6_LC1A91,0,0,0,0,0,0,0,20251122,20260222
LC2A6DNAV_LC2A1,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A2,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A3,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A4,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A5,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A6,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A90,0,0,0,0,0,0,0,20251225,20260101
LC2A6DNAV_LC2A91,0,0,0,0,0,0,0,20251225,20260101
LC2B9_LC2A1,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A2,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A3,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A4,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A5,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A6,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A7,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A8,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A9,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A90,0,0,0,0,0,0,0,20251120,20260223
LC2B9_LC2A91,0,0,0,0,0,0,0,20251120,20260223
LC2C6NCH_LC2A1,0,0,0,0,0,0,0,20251224,20251231
LC2C6NCH_LC2A2,0,0,0,0,0,0,0,20251224,20251231
LC2C6NCH_LC2A3,0,0,0,0,0,0,0,20251224,20251231
