service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
LC2C6NCH_LC2A4,0,0,0,0,0,0,0,20251224,20251231
LC2C6NCH_LC2A5,0,0,0,0,0,0,0,20251224,20251231
LC2C6NCH_LC2A6,0,0,0,0,0,0,0,20251224,20251231
LC2C6NCH_LC2A90,0,0,0,0,0,0,0,20251224,20251231
LC2C6NCH_LC2A91,0,0,0,0,0,0,0,20251224,20251231
LC2D6_LC2A1,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A2,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A3,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A4,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A5,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A6,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A90,0,0,0,0,0,0,0,20251122,20260222
LC2D6_LC2A91,0,0,0,0,0,0,0,20251122,20260222
LHA3_LHA1,0,0,0,0,0,0,0,20251120,20260223
LHA3_LHA2,0,0,0,0,0,0,0,20251120,20260223
LHA3_LHA3,0,0,0,0,0,0,0,20251120,20260223
LHA3NCH_LHA1,0,0,0,0,0,0,0,20251224,20251231
LHA3NCH_LHA2,0,0,0,0,0,0,0,20251224,20251231
LHA3NCH_LHA3,0,0,0,0,0,0,0,20251224,20251231
LPE1_LPE1,0,0,0,0,0,0,0,20251120,20260223
LPE2_LPE2,0,0,0,0,0,0,0,20251120,20260223
LPE3_LPE3,0,0,0,0,0,0,0,20251120,20260223
LPE4_LPE4,0,0,0,0,0,0,0,20251120,20260223
LPE5_LPE5,0,0,0,0,0,0,0,20251122,20260222
LPE6_LPE6,0,0,0,0,0,0,0,20251122,20260222
LPE7_LPE7,0,0,0,0,0,0,0,20251122,20260222
LPS1_LPS1,0,0,0,0,0,0,0,20251120,20260223
LPS2_LPS2,0,0,0,0,0,0,0,20251120,20260223
LPS3_LPS3,0,0,0,0,0,0,0,20251120,20260223
LPS4_LPS4,0,0,0,0,0,0,0,20251120,20260223
LPS5_LPS5,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LZC_1410,0,0,0,0,0,0,0,20260105,20260217
RR_SA_LZD_1410,0,0,0,0,0,0,0,20260105,20260217
RR_SA_LZP_1410,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL1_1345,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL1_1355,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL1_1405,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL18_0725,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL18_1358,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL18_1400,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL18_1437,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL19_1430,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL22_1355,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL22_1422,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL3_0820,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL3_1405,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL5_1705,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL6_1400,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL8_1303,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL8_1358,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL9_0730,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL9_1408,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RL9_1415,0,0,0,0,0,0,0,20260105,20260217
RR_SA_RLH_2213,0,0,0,0,0,0,0,20260105,20260217
RR_SA_LU1_LU1_0720,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_LZC_1410,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_LZD_1410,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_LZP_1410,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL1_1345,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL1_1355,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL1_1405,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL18_0725,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL18_1358,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL18_1400,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL18_1437,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL19_1430,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL22_1355,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL22_1422,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL3_0820,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL3_1405,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL5_1705,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL6_1400,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL8_1303,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL8_1358,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL9_0730,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL9_1408,0,0,0,0,0,0,0,20251120,20260223
RR_SA_LU1_RL9_1415,0,0,0,0,0,0,0,20251120,20260223
RR_SAV_LZC_1410,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_LZD_1410,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_LZP_1410,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL1_1345,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL1_1355,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL1_1405,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL18_0725,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL18_1358,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL18_1400,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL18_1437,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL19_1430,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL22_1355,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL22_1422,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL3_0820,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL3_1405,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL4_1525,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL5_1705,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL6_1400,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL8_1303,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL8_1358,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL9_0715,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL9_0730,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL9_1410,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_RL9_1415,0,0,0,0,0,0,0,20251205,20260130
RR_SAV_LU1_LU1_0720,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_LZC_1410,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_LZD_1410,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_LZP_1410,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL1_1345,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL1_1355,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL1_1405,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL18_0725,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL18_1358,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL18_1400,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL18_1437,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL19_1430,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL22_1355,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL22_1422,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL3_0820,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL3_1405,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL4_1525,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL5_1705,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL6_1400,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL8_1303,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL8_1358,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL9_0715,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL9_0730,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL9_1410,0,0,0,0,0,0,0,20251121,20260220
RR_SAV_LU1_RL9_1415,0,0,0,0,0,0,0,20251121,20260220
RRSA_NAV_LZC_1410,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_LZD_1410,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_LZP_1410,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL1_1350,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL1_1400,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL18_0725,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL18_1358,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL21_0715,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL23_1605,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL23_2120,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL3_0820,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL3_1405,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL8_1407,0,0,0,0,0,0,0,20251224,20251231
RRSA_NAV_RL9_0730,0,0,0,0,0,0,0,20251224,20251231
T41_F_T41A1,0,0,0,0,0,0,0,20251123,20260222
T41_F_T41A2,0,0,0,0,0,0,0,20251123,20260222
T41_F_T41A3,0,0,0,0,0,0,0,20251123,20260222
T41LJ_T41A1,0,0,0,0,0,0,0,20251120,20260223
T41LJ_NAV_T41A1,0,0,0,0,0,0,0,20251224,20251231
T41LJ_NAV_T41A2,0,0,0,0,0,0,0,20251224,20251231
T41LV_SCSU_T41_01,0,0,0,0,0,0,0,20251205,20260217
T41V_T41A1,0,0,0,0,0,0,0,20251121,20260220
T50LV_T50_01,0,0,0,0,0,0,0,20260105,20260105
T50LV_T50_02,0,0,0,0,0,0,0,20260105,20260105
T50LV_T50_03,0,0,0,0,0,0,0,20260105,20260105
T50LV_T50_04,0,0,0,0,0,0,0,20260105,20260105
T50LV_NAV_T50_01,0,0,0,0,0,0,0,20251224,20251231
T50LV_NAV_T50_02,0,0,0,0,0,0,0,20251224,20251231
T60LJ_T60_01,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_02,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_03,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_04,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_05,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_06,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_07,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_08,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_09,0,0,0,0,0,0,0,20251120,20260223
T60LJ_T60_10,0,0,0,0,0,0,0,20251120,20260223
T60LVNAV_T60_01,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_02,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_03,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_04,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_05,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_06,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_07,0,0,0,0,0,0,0,20251224,20251231
T60LVNAV_T60_08,0,0,0,0,0,0,0,20251224,20251231
T60LVSCSU_T60_01,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_02,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_03,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_04,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_05,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_06,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_07,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_08,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_09,0,0,0,0,0,0,0,20251205,20260217
T60LVSCSU_T60_10,0,0,0,0,0,0,0,20251205,20260217
T60V_T60_01,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_02,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_03,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_04,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_05,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_06,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_07,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_08,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_09,0,0,0,0,0,0,0,20251121,20260220
T60V_T60_10,0,0,0,0,0,0,0,20251121,20260220
T61_NAV_T61_01,0,0,0,0,0,0,0,20251224,20251231
T61_NAV_T61_02,0,0,0,0,0,0,0,20251224,20251231
T61_NAV_T61_03,0,0,0,0,0,0,0,20251224,20251231
T61_NAV_T61_04,0,0,0,0,0,0,0,20251224,20251231
T61_NAV_T61_05,0,0,0,0,0,0,0,20251224,20251231
T61LJ_T61_01,0,0,0,0,0,0,0,20251120,20260223
T61LJ_T61_02,0,0,0,0,0,0,0,20251120,20260223
T61LJ_T61_03,0,0,0,0,0,0,0,20251120,20260223
T61LJ_T61_04,0,0,0,0,0,0,0,20251120,20260223
T61LJ_T61_05,0,0,0,0,0,0,0,20251120,20260223
T61LVSCSU_T61_01,0,0,0,0,0,0,0,20251205,20260217
T61LVSCSU_T61_02,0,0,0,0,0,0,0,20251205,20260217
T61LVSCSU_T61_03,0,0,0,0,0,0,0,20251205,20260217
T61LVSCSU_T61_04,0,0,0,0,0,0,0,20251205,20260217
T61LVSCSU_T61_05,0,0,0,0,0,0,0,20251205,20260217
T61V_T61_01,0,0,0,0,0,0,0,20251121,20260220
T61V_T61_02,0,0,0,0,0,0,0,20251121,20260220
T61V_T61_03,0,0,0,0,0,0,0,20251121,20260220
T61V_T61_04,0,0,0,0,0,0,0,20251121,20260220
T61V_T61_05,0,0,0,0,0,0,0,20251121,20260220
T62LV_T62A01,0,0,0,0,0,0,0,20251120,20260223
T62LV_T62A02,0,0,0,0,0,0,0,20251120,20260223
T62LV_T62A03,0,0,0,0,0,0,0,20251120,20260223
T62LV_T62A04,0,0,0,0,0,0,0,20251120,20260223
T62LV_T62A05,0,0,0,0,0,0,0,20251120,20260223
T62LV_SCSU_T62_01,0,0,0,0,0,0,0,20251205,20260217
T62LV_SCSU_T62_02,0,0,0,0,0,0,0,20251205,20260217
T62LV_SCSU_T62_04,0,0,0,0,0,0,0,20251205,20260217
T62LV_SCSU_T62_05,0,0,0,0,0,0,0,20251205,20260217
T62NCH_T62_01,0,0,0,0,0,0,0,20251224,20251231
T62NCH_T62_02,0,0,0,0,0,0,0,20251224,20251231
T62NCH_T62_03,0,0,0,0,0,0,0,20251224,20251231
T62NCH_T62_04,0,0,0,0,0,0,0,20251224,20251231
